1X1	3.0994415283203125e-06	9.059906005859375e-06
2X2	7.152557373046875e-06	1.1920928955078125e-05
3X3	7.152557373046875e-06	1.1920928955078125e-05
4X4	7.867813110351562e-06	1.4066696166992188e-05
5X5	1.0013580322265625e-05	1.8835067749023438e-05
6X6	1.3113021850585938e-05	2.4080276489257812e-05
7X7	1.5020370483398438e-05	3.1948089599609375e-05
8X8	2.09808349609375e-05	3.719329833984375e-05
9X9	2.47955322265625e-05	4.7206878662109375e-05
10X10	3.0040740966796875e-05	5.602836608886719e-05
11X11	3.504753112792969e-05	5.793571472167969e-05
12X12	4.100799560546875e-05	6.604194641113281e-05
13X13	4.9114227294921875e-05	8.893013000488281e-05
14X14	6.198883056640625e-05	0.0001590251922607422
15X15	7.009506225585938e-05	0.00010585784912109375
16X16	7.605552673339844e-05	0.0001480579376220703
17X17	9.322166442871094e-05	0.00015783309936523438
18X18	8.916854858398438e-05	0.00016188621520996094
19X19	0.0001010894775390625	0.0001728534698486328
20X20	0.00010800361633300781	0.00019288063049316406
21X21	0.00011897087097167969	0.0002009868621826172
22X22	0.00012683868408203125	0.00021409988403320312
23X23	0.00013709068298339844	0.00022912025451660156
24X24	0.00014781951904296875	0.0002498626708984375
25X25	0.00021696090698242188	0.0002510547637939453
26X26	0.000164031982421875	0.00029087066650390625
27X27	0.00017905235290527344	0.0003039836883544922
28X28	0.00013399124145507812	0.00017595291137695312
29X29	0.00021719932556152344	0.0003459453582763672
30X30	0.0006029605865478516	0.00025010108947753906
31X31	0.00021910667419433594	0.00041604042053222656
32X32	0.0003199577331542969	0.0003349781036376953
33X33	0.00033092498779296875	0.0003330707550048828
34X34	0.000270843505859375	0.00024080276489257812
35X35	0.00020694732666015625	0.00024318695068359375
36X36	0.00019693374633789062	0.00041794776916503906
37X37	0.00021195411682128906	0.0002779960632324219
38X38	0.00021314620971679688	0.000286102294921875
39X39	0.00021982192993164062	0.0002949237823486328
40X40	0.00033783912658691406	0.0006802082061767578
41X41	0.00039386749267578125	0.0006430149078369141
42X42	0.000286102294921875	0.0003578662872314453
43X43	0.00028514862060546875	0.00037097930908203125
44X44	0.000308990478515625	0.00039005279541015625
45X45	0.0003249645233154297	0.0003910064697265625
46X46	0.0003299713134765625	0.00040602684020996094
47X47	0.0005669593811035156	0.00046896934509277344
48X48	0.00032806396484375	0.00045108795166015625
49X49	0.00034308433532714844	0.0004630088806152344
50X50	0.00040078163146972656	0.0004699230194091797
51X51	0.0003750324249267578	0.0005040168762207031
52X52	0.00039315223693847656	0.0005469322204589844
53X53	0.0004000663757324219	0.0005409717559814453
54X54	0.0004010200500488281	0.0005509853363037109
55X55	0.00041484832763671875	0.0005779266357421875
56X56	0.0004279613494873047	0.0005698204040527344
57X57	0.0004818439483642578	0.0006000995635986328
58X58	0.0004429817199707031	0.0006339550018310547
59X59	0.0004761219024658203	0.0006530284881591797
60X60	0.0005168914794921875	0.0006661415100097656
61X61	0.0005340576171875	0.0006918907165527344
62X62	0.0005500316619873047	0.0007059574127197266
63X63	0.0005621910095214844	0.0007278919219970703
64X64	0.0005788803100585938	0.0007481575012207031
65X65	0.0005960464477539062	0.0007710456848144531
66X66	0.0006151199340820312	0.0007910728454589844
67X67	0.0006279945373535156	0.0008151531219482422
68X68	0.0006499290466308594	0.0008351802825927734
69X69	0.0007109642028808594	0.0008640289306640625
