5000	5.385423e-02
5100	2.658129e-03
5200	2.018929e-03
5300	1.791000e-03
5400	2.899885e-03
5500	3.310919e-03
5600	7.379055e-04
5700	4.263163e-03
5800	7.150173e-04
5900	1.068115e-04
6000	1.420975e-04
6100	5.888939e-05
6200	7.100105e-04
6300	5.292892e-05
6400	1.365900e-03
6500	3.674030e-03
6600	9.551048e-04
6700	1.215935e-03
6800	8.749962e-04
6900	1.312017e-03
7000	6.558895e-04
7100	1.133919e-03
7200	1.094818e-03
7300	5.729198e-04
7400	1.132011e-03
7500	7.560253e-04
7600	2.103090e-03
7700	2.350807e-03
7800	6.430149e-04
7900	1.305103e-03
8000	1.291990e-03
8100	1.642942e-03
8200	1.626968e-03
8300	7.150173e-04
8400	1.331091e-03
8500	1.045942e-03
8600	1.435041e-03
8700	7.331371e-04
8800	5.948544e-04
8900	1.786947e-03
9000	1.117945e-03
9100	1.393080e-03
9200	1.940012e-03
9300	1.819849e-03
9400	1.549959e-03
9500	6.690025e-04
9600	1.209974e-03
9700	6.189346e-04
9800	1.091957e-03
9900	1.086950e-03
10000	5.919933e-04
10100	1.378775e-03
10200	7.359982e-04
10300	1.311064e-03
10400	1.093864e-03
10500	2.674103e-03
10600	1.388073e-03
10700	7.870197e-04
10800	7.779598e-04
10900	7.290840e-04
11000	7.569790e-04
11100	1.331091e-03
11200	7.269382e-04
11300	1.398087e-03
11400	7.569790e-04
11500	1.440048e-03
11600	8.258820e-04
11700	1.831055e-03
11800	2.027988e-03
11900	6.320477e-04
12000	1.126051e-03
12100	6.909370e-04
12200	9.279251e-04
12300	1.256943e-03
12400	7.278919e-04
12500	1.303911e-03
12600	7.791519e-04
12700	1.357079e-03
12800	1.413107e-03
12900	7.939339e-04
13000	3.376961e-03
13100	7.519722e-04
13200	1.415014e-03
13300	7.979870e-04
13400	2.435923e-03
13500	4.303932e-03
13600	6.909370e-04
13700	1.461983e-03
13800	7.770061e-04
13900	1.471996e-03
14000	1.693010e-03
14100	1.853943e-03
14200	3.488064e-03
14300	2.103090e-03
14400	9.109974e-04
14500	1.669884e-03
14600	6.768703e-04
14700	1.590967e-03
14800	8.130074e-04
14900	8.418560e-04
15000	1.387835e-03
15100	1.894951e-03
15200	1.482010e-03
15300	1.722097e-03
15400	1.518011e-03
15500	1.760006e-03
15600	2.552032e-03
15700	3.224134e-03
15800	2.467871e-03
15900	1.602888e-03
16000	7.240772e-04
16100	1.188040e-03
16200	1.477957e-03
16300	1.425982e-03
16400	2.858877e-03
16500	1.085997e-03
16600	1.157045e-03
16700	6.668568e-04
16800	2.285004e-03
16900	9.150505e-04
17000	3.371239e-04
17100	1.358986e-04
17200	1.249313e-04
17300	1.299381e-04
17400	7.929802e-04
17500	3.218651e-04
17600	2.238750e-04
17700	1.249313e-04
17800	1.928806e-04
17900	9.431839e-04
18000	1.509190e-03
18100	1.596928e-03
18200	8.120537e-04
18300	1.183987e-03
18400	7.290840e-04
18500	3.903866e-03
18600	3.231049e-03
18700	9.310246e-04
18800	1.220942e-03
18900	7.340908e-04
19000	1.759052e-03
19100	9.419918e-04
19200	9.319782e-04
19300	2.609968e-03
19400	2.013922e-03
19500	1.389027e-03
19600	1.099110e-03
19700	1.625061e-03
19800	9.930134e-04
19900	1.022100e-03
20000	1.779079e-03
20100	1.901150e-03
20200	2.242088e-03
20300	1.937866e-03
20400	8.890629e-04
20500	9.491444e-04
20600	9.779930e-04
20700	1.499891e-03
20800	1.296043e-03
20900	1.641989e-03
21000	1.065969e-03
21100	1.009941e-03
21200	1.476049e-03
21300	9.491444e-04
21400	1.639128e-03
21500	8.561611e-04
21600	2.623081e-03
21700	2.712965e-03
21800	1.111984e-03
21900	1.413107e-03
22000	1.553059e-03
22100	1.034021e-03
22200	1.007080e-03
22300	2.660751e-04
22400	1.326084e-03
22500	1.503944e-03
22600	1.005888e-03
22700	1.588821e-03
22800	2.191067e-03
22900	2.205133e-03
23000	1.377106e-03
23100	1.630068e-03
23200	1.682997e-03
23300	9.558201e-04
23400	1.401901e-03
23500	1.366854e-03
23600	1.657963e-03
23700	1.992941e-03
23800	1.628876e-03
23900	3.015041e-03
24000	1.725912e-03
24100	1.863956e-03
24200	1.315832e-03
24300	2.799034e-03
24400	9.789467e-04
24500	1.627922e-03
24600	2.975941e-03
24700	2.048969e-03
24800	1.545191e-03
24900	1.520872e-03
25000	1.955986e-03
25100	2.740860e-03
25200	1.277924e-03
25300	9.870529e-04
25400	4.310608e-04
25500	4.401207e-04
25600	1.007080e-03
25700	6.320477e-04
25800	6.549358e-04
25900	3.190041e-04
26000	3.051758e-04
26100	4.880428e-04
26200	6.408691e-04
26300	4.570484e-04
26400	1.178980e-03
26500	1.091003e-03
26600	1.592875e-03
26700	1.131058e-03
26800	1.832008e-03
26900	1.173973e-03
27000	4.980564e-04
27100	2.032995e-03
27200	1.221180e-03
27300	4.544973e-03
27400	1.296997e-03
27500	1.557827e-03
27600	1.117945e-03
27700	2.255917e-03
27800	1.994133e-03
27900	1.087904e-03
28000	1.609087e-03
28100	1.341105e-03
28200	1.815796e-03
28300	3.741026e-03
28400	1.223087e-03
28500	1.619101e-03
28600	1.001120e-03
28700	1.744032e-03
28800	1.744032e-03
28900	1.142025e-03
29000	1.633883e-03
29100	1.322985e-03
29200	2.444983e-03
29300	1.477957e-03
29400	1.628876e-03
29500	1.881123e-03
29600	2.243996e-03
29700	1.824856e-03
29800	1.284122e-03
29900	1.646996e-03
30000	1.662016e-03
